Programa,id_log_view,user_log_view,Anio,Fecha,Status_pct,Horas_uso_raw,Horas_uso_ajustada,Nivel,Tipo_nivel,Area_Conocimiento,Componente_academico,ID_SIS,Es_interno
IQS,a0acf5ea78a940b8bce0df9f,b6af244fb84f45b1ad1df793,2024,2024-06-25,,0.61,0.61,6° Grado,Grado,Ciencias de la Naturaleza,Componente 51,101540,False
IQS,ca6e08ead1dc4064898f4913,57364ffb2264410ab1c5c71f,2025,2025-06-01,,0.35,0.35,4° Grado,Grado,Matemáticas,Componente 7,104724,False
IQS,bcbf7c989c8244b1bce38d77,6f228061777f4db7bef0ecf1,2023,2023-03-19,,0.09,0.09,4° Grado,Grado,Matemáticas,Componente 50,102956,False
IQS,315d97a9d4a744cb96ff9621,14d3f039863b4c95bca86a9a,2023,2023-08-14,,0.02,0.02,6° Grado,Grado,Lengua Española,Componente 45,100924,False
IQS,c78ed220e7f14669845dc636,dba8fc554ba3415b9516281c,2023,2023-01-04,,0.72,0.72,6° Grado,Grado,Lengua Española,Componente 57,105009,False
IQS,cafce5d8a3f044828dc04457,fea9e9f190a54701a7e6ec07,2023,2023-01-16,0.0,0.29,0.29,6° Grado,Grado,Matemáticas,Componente 45,102176,False
IQS,c82444898cee4290bdf4042a,117d3d8f62ca4f1f9d863592,2024,2024-03-04,0.0,0.05,0.05,2° Grado,Grado,Ciencias de la Naturaleza,Componente 32,101536,False
IQS,e10533f8f0014019b13baf27,94c141c0df4548dd96390aeb,2023,2023-10-23,100.0,0.22,0.22,6° Grado,Grado,Matemáticas,Componente 24,101648,False
IQS,e0aa5229cc274cbd8f4bb8f9,a3cf4fe919384fc0ac8f4fe1,2024,2024-02-08,100.0,0.12,0.12,6° Grado,Grado,Ciencias de la Naturaleza,Componente 35,101637,False
IQS,e0287067326347178f456733,07e57099e5aa4a82bbd53e44,2024,2024-03-07,,0.99,0.99,6° Grado,Grado,Ciencias Sociales,Componente 24,103153,False
IQS,816a643e0e9b44ceaefe08bf,ce3aa71b2a684f2985f63f7e,2022,2022-03-12,,0.04,0.04,6° Grado,Grado,Ciencias de la Naturaleza,Componente 15,102870,False
IQS,bed135f883de4261976e90e4,ec463c9da1a3453faf86fc81,2023,2023-04-03,0.0,0.06,0.06,6° Grado,Grado,Matemáticas,Componente 38,103325,False
IQS,73f96b1c7cfd4e5f9f2834bd,555b1fc48a014b2188f5d34d,2024,2024-04-05,75.0,0.01,0.01,2° Grado,Grado,Lengua Española,Componente 29,101325,False
IQS,ab5e1e14cd754edb97189c58,bbb88782c7d244988319f036,2026,2026-03-22,,0.12,0.12,6° Grado,Grado,Lengua Española,Componente 29,102784,False
IQS,2789ffe763f44093a9d4ab69,d586bf4afa71469ea1e10697,2023,2023-01-12,75.0,0.59,0.59,6° Grado,Grado,Matemáticas,Componente 59,104487,False
IQS,85a04b29ad4f4a0085c17816,f1eecb6e79454598a57fa6ae,2023,2023-11-28,,0.08,0.08,1° Grado,Grado,Matemáticas,Componente 59,101672,False
IQS,b25737d4c35f42fc852c93f8,bf69016d39f540fd8a0736f9,2023,2023-10-30,,0.63,0.63,4° Grado,Grado,Ciencias de la Naturaleza,Componente 2,103863,False
IQS,81762eac338441c69bee01bb,c38033cf3de647e98c9ca1df,2026,2026-07-11,50.0,0.29,0.29,2° Grado,Grado,Ciencias Sociales,Componente 53,103524,False
IQS,2e5918d959564112b58702e3,011557a17a0448539101febc,2024,2024-12-10,,0.2,0.2,6° Grado,Grado,Ciencias de la Naturaleza,Componente 21,105166,False
IQS,69e1f9029e6242198b424bfe,b0553cb957b841c0a75b60a7,2023,2023-04-27,100.0,0.02,0.02,2° Grado,Grado,Ciencias Sociales,Componente 28,103936,False
IQS,72a1bb4ba28c43779c2407bd,57364ffb2264410ab1c5c71f,2024,2024-07-30,0.0,2.18,2.18,6° Grado,Grado,Ciencias de la Naturaleza,Componente 43,104724,False
IQS,9fb1398fbbba462e863c61b7,07e57099e5aa4a82bbd53e44,2023,2023-08-17,,,,6° Grado,Grado,Matemáticas,Componente 41,103153,False
IQS,dd0a3297139d4a0e890f2b06,508643e7d1a842f18e8cf775,2022,2022-10-29,,0.5,0.5,2° Grado,Grado,Ciencias Sociales,Componente 59,105139,False
IQS,def8b7afc2884292993e7fc3,edbfff2f23414b01a8609b91,2024,2024-07-29,,0.04,0.04,5° Grado,Grado,Lengua Española,Componente 37,103754,False
IQS,ba49d12779a644e2b87477fa,14a3d6f3d82d4518bdfb47e9,2023,2023-10-22,,0.15,0.15,4° Grado,Grado,Ciencias de la Naturaleza,Componente 40,102666,False
IQS,4c5e0e852a5641f8a56f09d6,94c141c0df4548dd96390aeb,2023,2023-12-01,,2.93,2.93,6° Grado,Grado,Ciencias de la Naturaleza,Componente 41,101648,False
IQS,591bc673c62043cb9c70ac1b,ec463c9da1a3453faf86fc81,2023,2023-02-03,100.0,0.18,0.18,2° Grado,Grado,Ciencias de la Naturaleza,Componente 27,103325,False
IQS,66adb48527194e04a2f7683d,0339c0d4ecd34ac4b75486b3,2024,2024-05-08,,0.36,0.36,4° Grado,Grado,Matemáticas,Componente 19,102908,False
IQS,20090a2253684d8f98cfb2d1,f0c5251607e94d61a54344e0,2023,2023-05-27,25.0,0.62,0.62,4° Grado,Grado,Lengua Española,Componente 44,102905,False
IQS,2d41c1f41b884d0e967100f3,90aa0c4bb4cc4625a1ddc3f0,2023,2023-03-20,,0.12,0.12,6° Grado,Grado,Lengua Española,Componente 9,105151,False
IQS,a6090200b24042ecb58b929c,000777e0998044f3b82a624a,2023,2023-05-12,25.0,2.1,2.1,6° Grado,Grado,Lengua Española,Componente 27,103142,False
IQS,befaffc8b9d6431e8d294d5a,b8dd33bc101c4fedbbe7b7bf,2023,2023-03-19,25.0,2.45,2.45,2° Grado,Grado,Matemáticas,Componente 47,101732,False
IQS,8f146da73c454b1daa1fa0d2,4121c2b34e074f6fa2c39975,2023,2023-10-07,,0.8,0.8,6° Grado,Grado,Ciencias de la Naturaleza,Componente 3,101185,False
IQS,f7237eebc6fe43a99dc01e5f,2df3d1f26eaf45c08087d80f,2024,2024-01-19,25.0,0.01,0.01,6° Grado,Grado,Lengua Española,Componente 40,103168,False
IQS,ba2f687852b646408159320e,bf69016d39f540fd8a0736f9,2023,2023-05-16,,0.46,0.46,5° Grado,Grado,Matemáticas,Componente 49,103863,False
IQS,48d7200c6b884ddc872bd4bd,5a4baf163c72464ba70bdfc3,2023,2023-12-05,25.0,2.71,2.71,6° Grado,Grado,Ciencias de la Naturaleza,Componente 44,103363,False
IQS,3b578861fd024a558ed489e2,34f6675423db4e2d8cc6cf61,2023,2023-02-07,0.0,0.4,0.4,6° Grado,Grado,Ciencias de la Naturaleza,Componente 20,103311,False
IQS,0040af33cca54e49bb9d9b87,aa518cc455fe4758aa166752,2023,2023-07-31,50.0,0.51,0.51,6° Grado,Grado,Ciencias Sociales,Componente 42,101155,False
IQS,864dc314097d492cae17649f,b6af244fb84f45b1ad1df793,2023,2023-07-19,100.0,1.26,1.26,6° Grado,Grado,Ciencias de la Naturaleza,Componente 54,101540,False
IQS,c101caef8ecb4551a5173fd7,1fbc2c7c19a94c8fbf21d2dc,2023,2023-12-16,,0.4,0.4,6° Grado,Grado,Lengua Española,Componente 30,104767,False
IQS,ee03e8f788074194b5340ce8,1fbc2c7c19a94c8fbf21d2dc,2023,2023-11-08,50.0,0.2,0.2,4° Grado,Grado,Matemáticas,Componente 9,104767,False
IQS,98e3bbca8c0e4d00897835a3,a3cf4fe919384fc0ac8f4fe1,2022,2022-12-19,,2.41,2.41,3° Grado,Grado,Matemáticas,Componente 23,101637,False
IQS,5e16915dce31406b9f1d2eb9,1d57bdad0daa451887d5a6b0,2023,2023-04-06,75.0,0.32,0.32,6° Grado,Grado,Ciencias Sociales,Componente 51,100808,False
IQS,a22c56fc9607445486c0b109,765b6154a8d44bdd909c09d3,2026,2026-09-15,,0.4,0.4,3° Grado,Grado,Matemáticas,Componente 22,102155,False
IQS,e114f674c71148afbe36c950,5d1d43267cea4ead8f24eede,2023,2023-05-26,0.0,0.39,0.39,6° Grado,Grado,Lengua Española,Componente 31,101582,False
IQS,8b10e9405f404375bc87b316,1da14ff6abde4de4bf31122b,2023,2023-02-11,25.0,0.53,0.53,6° Grado,Grado,Ciencias de la Naturaleza,Componente 47,102483,False
IQS,f2976844714c425696e7bc8c,589f39b52d984141bbd7c190,2024,2024-01-12,50.0,1.18,1.18,6° Grado,Grado,Lengua Española,Componente 54,103303,False
IQS,3e73008456f9474da9b86a9a,79d63c7c065a48dbb36e14ac,2023,2023-08-28,,0.01,0.01,6° Grado,Grado,Lengua Española,Componente 30,101309,False
IQS,620e7f3cc7634053a3b5591e,d9e60eb68f914f6187d3f41b,2023,2023-08-26,25.0,1.33,1.33,3° Grado,Grado,Ciencias de la Naturaleza,Componente 27,101364,False
IQS,f40be1646ad546b480c8b7b9,335c5063211c4b6797a02d3c,2023,2023-07-16,25.0,0.0,0.0,6° Grado,Grado,Matemáticas,Componente 5,100881,False
IQS,fd99f051781e45c5aedd7af3,fed71366c4e643349d154d29,2024,2024-09-17,,0.12,0.12,1° Grado,Grado,Matemáticas,Componente 16,105152,False
IQS,2b331029cff24fd1ba6fd182,765b6154a8d44bdd909c09d3,2024,2024-03-05,75.0,1.12,1.12,1° Grado,Grado,Ciencias Sociales,Componente 8,102155,False
IQS,a065f04f7a9c4139b262b0d5,5558930c63084d958f703c26,2023,2023-04-28,,0.42,0.42,6° Grado,Grado,Ciencias Sociales,Componente 39,101351,False
IQS,1ea474102eec4c2db038ce72,4121c2b34e074f6fa2c39975,2023,2023-07-12,25.0,1.7,1.7,6° Grado,Grado,Ciencias Sociales,Componente 36,101185,False
IQS,87729d0174a14757a1fe8846,80cc1f161bc34cfab1b5e506,2023,2023-12-12,,1.86,1.86,6° Grado,Grado,Ciencias de la Naturaleza,Componente 26,101554,False
IQS,0c2d834e82904f33a1147fc8,cb026111deb549e3acbff6eb,2023,2023-11-03,,0.47,0.47,6° Grado,Grado,Matemáticas,Componente 54,103737,False
IQS,cedca83f17bf4098baa94c09,07e57099e5aa4a82bbd53e44,2023,2023-06-03,0.0,1.28,1.28,1° Grado,Grado,Ciencias de la Naturaleza,Componente 9,103153,False
IQS,fe04177892f8403c933ee0bc,b6af244fb84f45b1ad1df793,2024,2024-09-29,50.0,0.11,0.11,6° Grado,Grado,Ciencias de la Naturaleza,Componente 14,101540,False
IQS,16556a3f4cee4e1cb096d959,9abae178c1c147d18d90d74c,2024,2024-07-30,100.0,0.13,0.13,6° Grado,Grado,Ciencias de la Naturaleza,Componente 36,104186,False
IQS,446de7a3e59846e88261baa0,80cc1f161bc34cfab1b5e506,2024,2024-09-18,,0.19,0.19,1° Grado,Grado,Matemáticas,Componente 9,101554,False
IQS,e54b95c8c1dc4c4fad649ce3,18b155f0d3d94396a7e9c5b7,2023,2023-08-07,,0.57,0.57,6° Grado,Grado,Lengua Española,Componente 31,102751,False
IQS,9794beee4e004e7ca8ae80e1,29fec145783948e49ea9a6ec,2025,2025-05-01,,0.18,0.18,4° Grado,Grado,Matemáticas,Componente 13,102777,False
IQS,bbee419832bf4a46a6b6154d,9ea8a16d0f154dfcb23a2d1d,2026,2026-03-14,50.0,0.17,0.17,6° Grado,Grado,Ciencias de la Naturaleza,Componente 42,104557,False
IQS,a5b8c7eb06a841dc9a8e81d4,f5b78e3228124e6d99606af7,2023,2023-08-24,,0.7,0.7,3° Grado,Grado,Lengua Española,Componente 45,104719,False
IQS,bf87112805b04119bad97db3,568e3ad5422f4b5a8fc1b7ce,2026,2026-02-17,0.0,0.0,0.0,6° Grado,Grado,Matemáticas,Componente 7,103236,False
IQS,4827223ecc074181a50ea951,94c141c0df4548dd96390aeb,2023,2023-08-29,25.0,0.56,0.56,6° Grado,Grado,Ciencias de la Naturaleza,Componente 28,101648,False
IQS,b601fd20ad2c4d54b7a2521b,0339c0d4ecd34ac4b75486b3,2023,2023-08-09,,0.29,0.29,4° Grado,Grado,Lengua Española,Componente 45,102908,False
IQS,d9a6aebe0c9e4cef9b72d34c,1c5eefcdf33e473cb7e0d013,2022,2022-04-29,100.0,0.16,0.16,6° Grado,Grado,Matemáticas,Componente 27,100853,False
IQS,e7f3b62f0dc7446795f88a36,80cc1f161bc34cfab1b5e506,2023,2023-06-03,50.0,1.09,1.09,4° Grado,Grado,Ciencias de la Naturaleza,Componente 2,101554,False
IQS,31e53a0470684a8b972ebac4,fed71366c4e643349d154d29,2024,2024-03-07,,0.57,0.57,6° Grado,Grado,Ciencias Sociales,Componente 45,105152,False
IQS,67bce6d299c6445985fcebb4,87a0a32693194bde9eb4118a,2024,2024-08-22,,0.91,0.91,1° Grado,Grado,Matemáticas,Componente 33,101812,False
IQS,0440f4f281f1488ca36832f8,76c53d3b8a744c00b63ac606,2023,2023-10-07,50.0,0.63,0.63,4° Grado,Grado,Ciencias Sociales,Componente 32,103845,False
IQS,c8bdebc4cc7f47589d4e5fa0,555b1fc48a014b2188f5d34d,2023,2023-05-17,100.0,0.27,0.27,3° Grado,Grado,Matemáticas,Componente 59,101325,False
IQS,9d63288a9c494f24918da240,117d3d8f62ca4f1f9d863592,2023,2023-10-03,,2.26,2.26,6° Grado,Grado,Ciencias de la Naturaleza,Componente 51,101536,False
IQS,b34d857f48a8465da176829f,011557a17a0448539101febc,2023,2023-11-24,50.0,0.29,0.29,4° Grado,Grado,Ciencias Sociales,Componente 21,105166,False
IQS,e1a67647949748e6a5481a3e,555b1fc48a014b2188f5d34d,2023,2023-01-27,,0.49,0.49,6° Grado,Grado,Matemáticas,Componente 20,101325,False
IQS,14807b9b96294332a7fe390a,d9e60eb68f914f6187d3f41b,2023,2023-11-15,0.0,1.05,1.05,4° Grado,Grado,Lengua Española,Componente 13,101364,False
IQS,cfa9990577054db485c333cf,1da14ff6abde4de4bf31122b,2023,2023-02-13,,0.01,0.01,1° Grado,Grado,Ciencias de la Naturaleza,Componente 5,102483,False
IQS,7e0ff58e30514e06a67e205a,9abae178c1c147d18d90d74c,2023,2023-12-07,50.0,0.05,0.05,6° Grado,Grado,Ciencias de la Naturaleza,Componente 52,104186,False
IQS,9349c747ebb44780bd21ab32,64c7418fb94a450a8e3798fa,2023,2023-01-25,25.0,0.3,0.3,4° Grado,Grado,Lengua Española,Componente 6,104320,False
IQS,4a798f8060b74c2591f1ca84,7f0bb751143747498ca0de1b,2023,2023-07-21,,0.78,0.78,6° Grado,Grado,Lengua Española,Componente 21,101436,False
IQS,df8677c9efc744558fb0e27a,1da14ff6abde4de4bf31122b,2025,2025-06-22,25.0,0.24,0.24,6° Grado,Grado,Ciencias Sociales,Componente 7,102483,False
IQS,fd11ea65da1046839c332096,00b54deac72546cdafa17218,2023,2023-04-12,,0.73,0.73,6° Grado,Grado,Ciencias de la Naturaleza,Componente 7,102531,False
IQS,240e7d53611f48d3aba6702f,bf886d550c824a6b83bf6d11,2023,2023-12-22,75.0,0.0,0.0,4° Grado,Grado,Lengua Española,Componente 34,102526,False
IQS,f6b0f5ec365e406a8bd415c7,79d63c7c065a48dbb36e14ac,2024,2024-03-30,75.0,0.37,0.37,1° Grado,Grado,Lengua Española,Componente 17,101309,False
IQS,77aec7aca12d49f1b597f928,20ff08b82a674c5daaa66674,2023,2023-02-28,25.0,0.01,0.01,6° Grado,Grado,Matemáticas,Componente 34,104568,False
IQS,07547efad61041f78e226f85,fed71366c4e643349d154d29,2023,2023-06-11,0.0,0.25,0.25,6° Grado,Grado,Ciencias Sociales,Componente 59,105152,False
IQS,92e1281e6d0f424ebc5abaf9,34f6675423db4e2d8cc6cf61,2023,2023-10-02,,0.01,0.01,2° Grado,Grado,Ciencias de la Naturaleza,Componente 1,103311,False
IQS,1efee076a3b04ea8a70f99f6,29fec145783948e49ea9a6ec,2024,2024-01-02,,0.23,0.23,6° Grado,Grado,Ciencias de la Naturaleza,Componente 15,102777,False
IQS,86e65dd8c9a8457996a5cc6f,07e57099e5aa4a82bbd53e44,2024,2024-04-29,0.0,0.19,0.19,3° Grado,Grado,Matemáticas,Componente 9,103153,False
IQS,2243fadd1372466f99bf7a9b,fea9e9f190a54701a7e6ec07,2023,2023-11-11,0.0,0.21,0.21,5° Grado,Grado,Lengua Española,Componente 49,102176,False
IQS,d97bc84382974eea856daebc,d9e60eb68f914f6187d3f41b,2022,2022-07-30,50.0,0.67,0.67,3° Grado,Grado,Ciencias de la Naturaleza,Componente 31,101364,False
IQS,fb758363982143b0bffd4076,bf886d550c824a6b83bf6d11,2024,2024-04-25,0.0,0.39,0.39,6° Grado,Grado,Ciencias de la Naturaleza,Componente 33,102526,False
IQS,76b53b93562540319527f68b,d586bf4afa71469ea1e10697,2023,2023-10-01,,0.31,0.31,6° Grado,Grado,Lengua Española,Componente 13,104487,False
IQS,4f12423ad6014ce7afe707a2,99cbf085fbe440748eedfdd0,2023,2023-04-18,100.0,0.01,0.01,6° Grado,Grado,Lengua Española,Componente 33,104102,False
IQS,a6e286b91d39480c909d6c65,dba8fc554ba3415b9516281c,2024,2024-09-14,0.0,0.38,0.38,3° Grado,Grado,Matemáticas,Componente 37,105009,False
IQS,e2924dded4344e0a86a20d0b,9d317af30b7b4ee6acc4e00e,2022,2022-07-16,100.0,0.46,0.46,5° Grado,Grado,Lengua Española,Componente 50,101819,False
IQS,0f42a9a0ee45466c91f95b9b,cb026111deb549e3acbff6eb,2023,2023-03-03,,1.62,1.62,1° Grado,Grado,Matemáticas,Componente 20,103737,False
IQS,896e30c798154113a934438e,508643e7d1a842f18e8cf775,2026,2026-06-13,50.0,0.55,0.55,4° Grado,Grado,Ciencias Sociales,Componente 55,105139,False
IQS,135770cc5ef643288b310a47,5f16a526cb7a409592663f3f,2023,2023-07-23,0.0,1.07,1.07,5° Grado,Grado,Matemáticas,Componente 30,103843,False
IQS,fec139b6ed0b4866a39b92dd,0339c0d4ecd34ac4b75486b3,2025,2025-10-21,,0.04,0.04,6° Grado,Grado,Ciencias de la Naturaleza,Componente 33,102908,False
IQS,60411d0f91884e63844265fa,07e57099e5aa4a82bbd53e44,2023,2023-07-09,,0.46,0.46,6° Grado,Grado,Ciencias de la Naturaleza,Componente 49,103153,False
IQS,333a55cf329d44049abaeca2,000777e0998044f3b82a624a,2025,2025-12-12,,0.4,0.4,6° Grado,Grado,Lengua Española,Componente 38,103142,False
IQS,d7c1bf09ad284ee495254f93,fc9daf204ab94c74a3f7944f,2023,2023-04-13,75.0,1.03,1.03,6° Grado,Grado,Ciencias Sociales,Componente 21,100885,False
IQS,bef242cb6c2346849f505b07,ce3aa71b2a684f2985f63f7e,2023,2023-02-06,75.0,0.3,0.3,6° Grado,Grado,Lengua Española,Componente 10,102870,False
IQS,086687ad9b744b9c9e9b5190,442c9196c80b498fa52c808b,2023,2023-01-04,,1.1,1.1,6° Grado,Grado,Lengua Española,Componente 10,104726,False
IQS,c6fccbdeaae84d8f83c69d6f,6f228061777f4db7bef0ecf1,2023,2023-02-15,0.0,0.27,0.27,4° Grado,Grado,Lengua Española,Componente 37,102956,False
IQS,f11621ecce004247b5344cfb,76c53d3b8a744c00b63ac606,2023,2023-02-06,0.0,0.14,0.14,5° Grado,Grado,Lengua Española,Componente 58,103845,False
IQS,d7d4d4c2c22f4fca83a84f6a,011557a17a0448539101febc,2023,2023-03-02,,0.76,0.76,6° Grado,Grado,Ciencias de la Naturaleza,Componente 9,105166,False
IQS,a4aa1f78bb554b37add9bac1,ecfce1cabd8948bca5fdc08f,2023,2023-12-04,75.0,0.36,0.36,6° Grado,Grado,Ciencias Sociales,Componente 2,104475,False
IQS,d385a3ed0d0d4b318ae5079c,90aa0c4bb4cc4625a1ddc3f0,2023,2023-08-10,25.0,0.35,0.35,3° Grado,Grado,Ciencias Sociales,Componente 36,105151,False
IQS,b0a9e230dc9f4cc99d41ee80,aa518cc455fe4758aa166752,2024,2024-02-06,25.0,0.05,0.05,6° Grado,Grado,Ciencias Sociales,Componente 24,101155,False
IQS,d7a11a27aeca453db4a29d03,9abae178c1c147d18d90d74c,2023,2023-09-11,0.0,0.01,0.01,6° Grado,Grado,Lengua Española,Componente 11,104186,False
IQS,342febd4a4594da7b284a3c9,5f684ea408f34c599543b6d3,2023,2023-05-21,50.0,0.12,0.12,6° Grado,Grado,Lengua Española,Componente 59,103335,False
IQS,7b2950720b854efcbd0fd50d,a3cf4fe919384fc0ac8f4fe1,2023,2023-01-12,0.0,0.03,0.03,1° Grado,Grado,Ciencias Sociales,Componente 42,101637,False
IQS,d9d1ac3da1ed4f43bf591ef1,9ea8a16d0f154dfcb23a2d1d,2026,2026-02-05,75.0,2.09,2.09,6° Grado,Grado,Ciencias de la Naturaleza,Componente 2,104557,False
IQS,1ea94a238f564d278c14826e,cf747da360bf408e906f841e,2022,2022-04-22,25.0,0.23,0.23,2° Grado,Grado,Matemáticas,Componente 43,103725,False
IQS,1db6fe4411854895a741a9f4,563383f2599843af8dbb37e5,2024,2024-10-31,,0.27,0.27,2° Grado,Grado,Ciencias de la Naturaleza,Componente 29,103073,False
IQS,cb81b10a24c749f09f3ad752,c38033cf3de647e98c9ca1df,2023,2023-03-21,100.0,0.77,0.77,2° Grado,Grado,Lengua Española,Componente 58,103524,False
IQS,3b7886d2cc4c4d19b053c16c,7dd6a62e0570449f8211be67,2024,2024-11-20,100.0,0.03,0.03,2° Grado,Grado,Matemáticas,Componente 49,100893,False
IQS,b05dc8f612184e9f8f4eb126,07e57099e5aa4a82bbd53e44,2024,2024-08-28,100.0,1.39,1.39,1° Grado,Grado,Ciencias Sociales,Componente 48,103153,False
IQS,cc5d3674a00745dda33b773e,cf747da360bf408e906f841e,2023,2023-11-05,75.0,0.06,0.06,2° Grado,Grado,Matemáticas,Componente 23,103725,False
IQS,a97bf4014226466ba9e8f54f,d269cc53ea4043b1ab3d1db2,2026,2026-09-16,50.0,2.63,2.63,3° Grado,Grado,Matemáticas,Componente 7,100831,False
IQS,689d5a2ecb4f4d2586c3618b,63c3b044dc17406f9ece5257,2023,2023-06-23,75.0,1.85,1.85,2° Grado,Grado,Ciencias Sociales,Componente 33,104259,False
IQS,9542a2a7c04942239f4ceddc,209aa809d73642598046e6fe,2023,2023-03-09,,1.22,1.22,3° Grado,Grado,Ciencias de la Naturaleza,Componente 48,103929,False
IQS,4dfee75072684c87a80a3d74,765b6154a8d44bdd909c09d3,2023,2023-05-23,25.0,0.38,0.38,2° Grado,Grado,Matemáticas,Componente 37,102155,False
IQS,b1f956d4b5c44c68bf4aa1e0,f405cf4c9b06400a8872aeea,2023,2023-07-12,,0.12,0.12,6° Grado,Grado,Ciencias de la Naturaleza,Componente 17,104932,False
IQS,f3cb925efde14fdca3e316f8,07e57099e5aa4a82bbd53e44,2023,2023-03-04,75.0,1.55,1.55,3° Grado,Grado,Ciencias de la Naturaleza,Componente 31,103153,False
IQS,720cce0f3d7f485fbafd16eb,fd8346b254fe4458b92a0501,2023,2023-08-31,50.0,0.27,0.27,6° Grado,Grado,Ciencias de la Naturaleza,Componente 43,104295,False
IQS,7e9b3d97906641ccb8620667,4121c2b34e074f6fa2c39975,2024,2024-03-23,25.0,1.99,1.99,1° Grado,Grado,Ciencias Sociales,Componente 25,101185,False
IQS,c798f7da54a243f4867fbc77,1642fe50db684b8ea65833c1,2024,2024-04-25,100.0,0.6,0.6,6° Grado,Grado,Ciencias Sociales,Componente 3,104970,False
IQS,b45aef30b0004eb0a6c1b372,dba8fc554ba3415b9516281c,2023,2023-02-23,,1.69,1.69,6° Grado,Grado,Lengua Española,Componente 42,105009,False
IQS,62beff5a88f64c45819fdef1,568e3ad5422f4b5a8fc1b7ce,2023,2023-11-14,25.0,0.34,0.34,6° Grado,Grado,Matemáticas,Componente 54,103236,False
IQS,094baa63a1f24e76bb407bf1,d586bf4afa71469ea1e10697,2023,2023-07-23,50.0,0.1,0.1,6° Grado,Grado,Ciencias de la Naturaleza,Componente 34,104487,False
IQS,01a6ec8854e44f5d807fbf35,57364ffb2264410ab1c5c71f,2023,2023-02-22,0.0,0.03,0.03,2° Grado,Grado,Ciencias de la Naturaleza,Componente 52,104724,False
IQS,2eb0eea7225941dab41de126,edbfff2f23414b01a8609b91,2026,2026-01-14,0.0,1.05,1.05,6° Grado,Grado,Matemáticas,Componente 16,103754,False
IQS,2cd509220cea442a8ef007d4,7f0bb751143747498ca0de1b,2023,2023-02-15,,1.34,1.34,6° Grado,Grado,Matemáticas,Componente 42,101436,False
IQS,14548f9db5cd4191a651e044,a1ef853e3d6a45b4a1a54d7a,2026,2026-06-20,100.0,0.76,0.76,6° Grado,Grado,Ciencias Sociales,Componente 8,103534,False
IQS,8310797dc987424ab39cccdf,87a0a32693194bde9eb4118a,2024,2024-12-07,50.0,0.02,0.02,6° Grado,Grado,Matemáticas,Componente 16,101812,False
IQS,a54835356fa64b3cbf9c43a6,07e57099e5aa4a82bbd53e44,2023,2023-05-16,50.0,0.06,0.06,1° Grado,Grado,Lengua Española,Componente 51,103153,False
IQS,272fffeff9814e15b6357980,9d317af30b7b4ee6acc4e00e,2024,2024-08-07,,0.07,0.07,6° Grado,Grado,Ciencias de la Naturaleza,Componente 44,101819,False
IQS,573eb3ef2a5d40e9a3fef989,b0514fa13cdb4c3dbed1c321,2025,2025-09-10,100.0,0.66,0.66,6° Grado,Grado,Matemáticas,Componente 47,103471,False
IQS,763e4badaa574c8d89acc3ba,ecfce1cabd8948bca5fdc08f,2023,2023-04-04,75.0,0.5,0.5,2° Grado,Grado,Ciencias Sociales,Componente 42,104475,False
IQS,b845dad41e664dcb85a3f84e,34f6675423db4e2d8cc6cf61,2024,2024-08-12,,2.62,2.62,4° Grado,Grado,Ciencias Sociales,Componente 27,103311,False
IQS,68df549c3ed045ad9c5d4173,a1ef853e3d6a45b4a1a54d7a,2023,2023-08-12,50.0,1.1,1.1,6° Grado,Grado,Ciencias Sociales,Componente 49,103534,False
IQS,6d0ea551546a477793b13d08,94ea4abfe4444a469873471c,2023,2023-11-30,,2.2,2.2,6° Grado,Grado,Ciencias Sociales,Componente 30,101562,False
IQS,3cec82ab33ba4632be4d695b,555b1fc48a014b2188f5d34d,2024,2024-08-01,50.0,0.47,0.47,3° Grado,Grado,Ciencias Sociales,Componente 55,101325,False
IQS,a4e9cdb7238a48d8b47c7620,99cbf085fbe440748eedfdd0,2023,2023-05-20,,0.05,0.05,1° Grado,Grado,Lengua Española,Componente 6,104102,False
IQS,be5d016f33ab46f59f11ce30,000777e0998044f3b82a624a,2025,2025-07-14,50.0,0.3,0.3,6° Grado,Grado,Ciencias de la Naturaleza,Componente 6,103142,False
IQS,69dcd84600d94bda99cc0516,fc9daf204ab94c74a3f7944f,2026,2026-04-01,75.0,0.4,0.4,5° Grado,Grado,Lengua Española,Componente 23,100885,False
IQS,37ac4a76d3184299b4803b75,97d494410166468cbf225f11,2024,2024-11-13,,0.0,0.0,4° Grado,Grado,Ciencias Sociales,Componente 51,103732,False
IQS,dc901c21e9b64f0b993ffbeb,765b6154a8d44bdd909c09d3,2026,2026-05-15,25.0,2.14,2.14,5° Grado,Grado,Matemáticas,Componente 12,102155,False
IQS,9fae3dfcfc604b10904bec54,99cbf085fbe440748eedfdd0,2023,2023-01-01,100.0,0.04,0.04,6° Grado,Grado,Ciencias Sociales,Componente 22,104102,False
IQS,0d79878fab864614a2acbb13,ecfce1cabd8948bca5fdc08f,2024,2024-01-11,,0.05,0.05,3° Grado,Grado,Ciencias de la Naturaleza,Componente 20,104475,False
IQS,6655063693fb420b9e02de32,209aa809d73642598046e6fe,2023,2023-03-07,100.0,0.03,0.03,1° Grado,Grado,Matemáticas,Componente 45,103929,False
